3.557368427628578855e-01,-2.258876435758198653e+01,-3.688828974287433837e+00,-3.179135247103994644e-01,-7.008608625340784215e-01,4.121847257493381989e+00
5.804263660712875028e-01,-2.261213639070258807e+01,-4.195947662594020855e+00,3.963810250812951352e-01,5.051751334094394252e-01,4.381997997992980842e+00
6.469964715579423764e-01,-1.829502670057613045e+01,-4.654084625470915171e+00,4.859238183221824769e+00,4.794416021706882525e+00,4.898332760305505573e+00
7.581165994636963612e-01,-2.577444262320340229e+01,-6.559825183113384028e+00,2.041082593773005271e+00,3.046131772723803977e+00,5.192617150012428517e+00
5.864658258695805149e-01,-2.526460755956118831e+01,-6.316703581506661003e+00,1.056816298865806303e+00,3.130701011509624543e+00,4.418476813432647532e+00
5.516101130831196908e-01,-2.333722195532478594e+01,-6.109942559595970657e+00,3.796576397220786880e+00,8.053051161744315678e-01,5.201764681168643989e+00
6.993908915049084074e-01,-1.947391066690649808e+01,-3.051791667315025158e+00,5.780154605170144677e-01,-2.272081296733420075e+00,4.193207583595329524e+00
5.466076244508271120e-01,-2.292525393329271566e+01,-5.312197415161924674e+00,4.058694118886934987e+00,2.472578666888853860e-01,4.778053280726417107e+00
7.187971248538649327e-03,-2.163943672395544482e+01,-5.395062293621132099e+00,3.964932720248394382e+00,-5.038367603346225465e-01,4.635672994118909429e+00
5.541072513732612226e-01,-2.227485360729419028e+01,-5.956140594563817281e+00,3.605259772175379851e+00,5.187537802176241719e+00,4.853625235583230335e+00
9.366904757389853398e-01,-1.930830047792158766e+01,-4.128935820956366243e+00,1.336222570945384547e+00,-1.411951555379760137e-01,4.566274043714015463e+00
3.292944009263532035e-02,-2.336408993142157442e+01,-4.880475676896678827e+00,2.982533097225450014e+00,-1.041590776031658727e+00,4.609961013041326439e+00
6.251824984267263519e-01,-1.950919880036678578e+01,-3.063652991863590636e+00,7.006100596049806839e-01,-3.160920873255097518e-01,4.440184310179438043e+00
2.932624598466149202e-01,-2.143101069818439086e+01,-3.887750161892809864e+00,-3.986791464605463631e-01,-2.307643639021398130e+00,4.236149325599702919e+00
1.700974807013099221e-01,-2.499620681083231233e+01,-5.563322291425675026e+00,1.098127270256365584e+00,3.015526698956706220e+00,4.968142783874116120e+00
5.331671805963756894e-01,-2.144722967117934687e+01,-4.596569179261090099e+00,3.162220552773360893e+00,1.848231733487277317e+00,4.916426069097910911e+00
1.892208624036928466e-01,-1.881185082186519963e+01,-4.104380371753911128e+00,2.565500540699041210e+00,-8.983749358257018258e-01,4.313776623386434750e+00
7.422050988148641837e-01,-2.466656827308952060e+01,-5.781480333226727275e+00,1.518258697410145963e+00,4.168008548820673731e+00,4.929460319643296451e+00
2.380717154717735262e-01,-2.228891060071199348e+01,-6.102755300483772238e+00,6.225596377406254156e+00,1.926650316377487293e+00,4.756999344058892021e+00
8.676276466862182790e-01,-2.077995287024175397e+01,-5.017069032801435569e+00,1.585584856798043063e+00,-2.068238860739392670e+00,4.488201629596559883e+00
2.919387300761133730e-03,-2.174575630377215418e+01,-5.747047030406811530e+00,5.304698733330996951e+00,4.601594885897513976e+00,4.827120101825151721e+00
2.210805309972139199e-01,-2.489961404028608172e+01,-5.730148570298111643e+00,9.453131211062446582e-01,-6.239766008755909255e-01,4.390219087669049891e+00
2.622066140527219424e-01,-2.593565310899607468e+01,-5.243038915423500868e+00,2.701654314381697120e+00,-4.563840803140850610e-01,4.574236432688467247e+00
1.813419398782292191e-01,-2.145430687817575688e+01,-3.726314973935616948e+00,7.668005847694425725e-01,5.293484924040949835e-01,4.359347161171418961e+00
8.011619348171947763e-01,-2.335543729913269928e+01,-5.508333415151160040e+00,4.861247838413137679e+00,4.106156903170979255e+00,5.266216265814794184e+00
5.553791965359076155e-01,-2.290160040174946232e+01,-6.137751219546048631e+00,6.572534310767026433e+00,4.324160570595362962e+00,4.910204229499152362e+00
5.211436743308260899e-01,-2.563846129779653893e+01,-6.302714857797178993e+00,3.774173309560578282e+00,1.287322515683911206e+00,4.744247035195886752e+00
2.549217241801304823e-01,-2.086801027932180830e+01,-4.490289005931835220e+00,2.230569600298395017e+00,2.091448435975483910e+00,4.542526690277623125e+00
6.618468313499830113e-01,-2.137595850851104018e+01,-3.582920637562879485e+00,1.134391615987446755e-01,-1.124299582332401570e+00,4.525802216557851310e+00
5.025052450476971133e-01,-2.050758456853727907e+01,-4.477929483218595408e+00,1.298012832390925020e+00,1.379523512045255806e+00,4.314849600324178525e+00
3.752556850244993525e-01,-2.458690599352213013e+01,-6.664366047883612865e+00,6.250992334799316374e+00,2.616166992544593839e+00,5.005028266847952878e+00
4.461800588169305692e-01,-2.323242548207335645e+01,-3.186360365823702523e+00,-7.156057386906988782e-01,-9.389525198117691929e-01,4.396424334055481609e+00
7.951860498485991968e-01,-2.592963700524868287e+01,-6.341723060184760286e+00,4.661749301182000593e+00,1.623431500236231173e+00,4.820349197947611408e+00
4.875237486853722935e-01,-2.572124755678176911e+01,-5.973252817880363885e+00,3.339946767037039521e+00,3.835599595988345989e+00,5.428548639255039276e+00
8.768109188626715955e-02,-2.369128428404970776e+01,-5.202609148513555937e+00,4.794315728223894624e+00,1.650377324017341607e+00,4.743193196030194514e+00
8.561588025832276294e-01,-2.473043470249238851e+01,-6.309200878605652818e+00,4.512174084913354477e+00,7.188523104632889016e-01,5.239342549360127776e+00
9.379278655446363633e-01,-2.016388940547845365e+01,-4.981982512467639346e+00,4.864827475184496208e+00,3.779777028998608124e+00,4.338238765417707477e+00
5.236324673982005740e-01,-2.508826655621855650e+01,-4.563772806061106913e+00,-7.691275872497449484e-02,3.499265723617366319e-01,5.141179875862260218e+00
1.253893645045971450e-01,-2.530565471275808065e+01,-5.443322326871428807e+00,5.126992689495866173e-01,2.869437600929403587e+00,4.454286825253367610e+00
3.925309923194441053e-01,-2.370367643721390039e+01,-5.206771912187994289e+00,3.745373502369520047e+00,3.593808969979816581e+00,4.961709233731814273e+00
7.028262874563264706e-01,-2.239406011359604065e+01,-3.487114496022363674e+00,-1.447422529911666089e-01,-2.024719974399141975e+00,4.375685539531719570e+00
5.887521426804981362e-01,-2.416447374021306871e+01,-5.068857704481319892e+00,8.219826143604205271e-01,-2.006503682806877187e+00,4.568371352916569705e+00
5.949739557576410043e-01,-2.308134359465878660e+01,-5.743912899765446056e+00,5.192437257305994258e+00,3.605910279293649268e-01,4.672113557781745641e+00
4.372734812440088881e-01,-1.916018633950313443e+01,-4.810392010234615157e+00,5.697727828603094125e+00,3.522239684167247198e+00,4.936117513824155978e+00
1.031334232350979985e-01,-2.491284570203510285e+01,-5.095010321075595705e+00,9.320078125182718054e-02,-1.524290379131818973e+00,4.501295415804944966e+00
1.862436886920838530e-01,-2.455950659984803508e+01,-5.481762207124297959e+00,1.950880038408612016e+00,3.716468729355272060e+00,4.907958925027686270e+00
